Grade,COURSE,Domain or Conceptual Theme,Cluster,Standard #,Standard
9-12,HSA,REI,C,7,"CC.9-12.A.REI.7 Solve systems of equations. Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line y = –3x and the circle x^2 + y^2 = 3."
9-12,HSA,REI,C,8,CC.9-12.A.REI.8 (+) Solve systems of equations. Represent a system of linear equations as a single matrix equation in a vector variable.
9-12,HSA,REI,C,9,CC.9-12.A.REI.9 (+) Solve systems of equations. Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater).
9-12,HSA,REI,D,10,"CC.9-12.A.REI.10 Represent and solve equations and inequalities graphically. Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."
9-12,HSA,REI,D,11,"CC.9-12.A.REI.11 Represent and solve equations and inequalities graphically. Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.*"
9-12,HSA,REI,D,12,"CC.9-12.A.REI.12 Represent and solve equations and inequalities graphically. Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."
9-12,HSF,IF,A,1,"CC.9-12.F.IF.1 Understand the concept of a function and use function notation. Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
9-12,HSF,IF,A,2,"CC.9-12.F.IF.2 Understand the concept of a function and use function notation. Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
9-12,HSF,IF,A,3,"CC.9-12.F.IF.3 Understand the concept of a function and use function notation. Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1 (n is greater than or equal to 1)."
9-12,HSF,IF,B,4,"CC.9-12.F.IF.4 Interpret functions that arise in applications in terms of the context. For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.*"
9-12,HSF,IF,B,5,"CC.9-12.F.IF.5 Interpret functions that arise in applications in terms of the context. Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.*"
9-12,HSF,IF,B,6,CC.9-12.F.IF.6 Interpret functions that arise in applications in terms of the context.  Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.*
9-12,HSF,IF,C,7,"CC.9-12.F.IF.7 Analyze functions using different representations. Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.*"
9-12,HSF,IF,C,7a,"CC.9-12.F.IF.7a Graph linear and quadratic functions and show intercepts, maxima, and minima.*"
9-12,HSF,IF,C,7b,"CC.9-12.F.IF.7b Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.* "
9-12,HSF,IF,C,7c,"CC.9-12.F.IF.7c Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior.* "
9-12,HSF,IF,C,7d,"CC.9-12.F.IF.7d (+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior.* "
9-12,HSF,IF,C,7e,"CC.9-12.F.IF.7e Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.*"
9-12,HSF,IF,C,8,CC.9-12.F.IF.8 Analyze functions using different representations. Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function. 
9-12,HSF,IF,C,8a,"CC.9-12.F.IF.8a Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context. "
9-12,HSF,IF,C,8b,"CC.9-12.F.IF.8b Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)^t, y = (0.97)^t, y = (1.01)^(12t), y = (1.2)^(t/10), and classify them as representing exponential growth and decay."
9-12,HSF,IF,C,9,"CC.9-12.F.IF.9 Analyze functions using different representations. Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum."
9-12,HSF,BF,A,1,CC.9-12.F.BF.1 Build a function that models a relationship between two quantities. Write a function that describes a relationship between two quantities.* 
9-12,HSF,BF,A,1a,"CC.9-12.F.BF.1a Determine an explicit expression, a recursive process, or steps for calculation from a context. "
9-12,HSF,BF,A,1b,"CC.9-12.F.BF.1b Combine standard function types using arithmetic operations. For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model. "
9-12,HSF,BF,A,1c,"CC.9-12.F.BF.1c (+) Compose functions. For example, if T(y) is the temperature in the atmosphere as a function of height, and h(t) is the height of a weather balloon as a function of time, then T(h(t)) is the temperature at the location of the weather balloon as a function of time."
9-12,HSF,BF,A,2,"CC.9-12.F.BF.2 Build a function that models a relationship between two quantities. Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.*"
9-12,HSF,BF,B,3,"CC.9-12.F.BF.3 Build new functions from existing functions. Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them."
9-12,HSF,BF,B,4,CC.9-12.F.BF.4 Build new functions from existing functions. Find inverse functions. 
9-12,HSF,BF,B,4a,"CC.9-12.F.BF.4a Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. For example, f(x) =2(x^3) or f(x) = (x+1)/(x-1) for x ≠ 1 (x not equal to 1). "
9-12,HSF,BF,B,4b,CC.9-12.F.BF.4b (+) Verify by composition that one function is the inverse of another. 
9-12,HSF,BF,B,4c,"CC.9-12.F.BF.4c (+) Read values of an inverse function from a graph or a table, given that the function has an inverse."
9-12,HSF,BF,B,4d,CC.9-12.F.BF.4d (+) Produce an invertible function from a non-invertible function by restricting the domain.
9-12,HSF,BF,B,5,CC.9-12.F.BF.5 (+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.
9-12,HSF,LE,A,1,"CC.9-12.F.LE.1 Construct and compare linear, quadratic, and exponential models and solve problems. Distinguish between situations that can be modeled with linear functions and with exponential functions.*"
9-12,HSF,LE,A,1a,CC.9-12.F.LE.1a Prove that linear functions grow by equal differences over equal intervals and that exponential functions grow by equal factors over equal intervals.*
9-12,HSF,LE,A,1b,CC.9-12.F.LE.1b. Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.*
9-12,HSF,LE,A,1c,CC.9-12.F.LE.1c Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.*
9-12,HSF,LE,A,2,"CC.9-12.F.LE.2 Construct and compare linear, quadratic, and exponential models and solve problems. Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).*"
9-12,HSF,LE,A,3,"CC.9-12.F.LE.3 Construct and compare linear, quadratic, and exponential models and solve problems. Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.*"
9-12,HSF,LE,A,4,"CC.9-12.F.LE.4 Construct and compare linear, quadratic, and exponential models and solve problems. For exponential models, express as a logarithm the solution to ab^(ct) = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology.*"
9-12,HSF,LE,B,5,"CC.9-12.F.LE.5 Construct and compare linear, quadratic, and exponential models and solve problems. Interpret the parameters in a linear or exponential function in terms of a context.*"
9-12,HSF,TF,A,1,CC.9-12.F.TF.1 Extend the domain of trigonometric functions using the unit circle. Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.
9-12,HSF,TF,A,2,"CC.9-12.F.TF.2 Extend the domain of trigonometric functions using the unit circle. Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle."
9-12,HSF,TF,A,3,"CC.9-12.F.TF.3 (+) Extend the domain of trigonometric functions using the unit circle. Use special triangles to determine geometrically the values of sine, cosine, tangent for π/3, π/4 and π/6, and use the unit circle to express the values of sine, cosine, and tangent for π - x, π + x, and 2π - x in terms of their values for x, where x is any real number."
9-12,HSF,TF,A,4,CC.9-12.F.TF.4 (+) Extend the domain of trigonometric functions using the unit circle. Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.
9-12,HSF,TF,B,5,"CC.9-12.F.TF.5 Model periodic phenomena with trigonometric functions. Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.* "
9-12,HSF,TF,B,6,CC.9-12.F.TF.6 (+) Model periodic phenomena with trigonometric functions. Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.
9-12,HSF,TF,B,7,"CC.9-12.F.TF.7 (+) Model periodic phenomena with trigonometric functions. Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.*"
9-12,HSF,TF,C,8,"CC.9-12.F.TF.8 Prove and apply trigonometric identities. Prove the Pythagorean identity (sin A)^2 + (cos A)^2 = 1 and use it to find sin A, cos A, or tan A, given sin A, cos A, or tan A, and the quadrant of the angle."
9-12,HSF,TF,C,9,"CC.9-12.F.TF.9 (+) Prove and apply trigonometric identities. Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems."
9-12,HSG,CO,A,1,"CC.9-12.G.CO.1 Experiment with transformations in the plane. Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc."
9-12,HSG,CO,A,2,"CC.9-12.G.CO.2 Experiment with transformations in the plane. Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch)."
9-12,HSG,CO,A,3,"CC.9-12.G.CO.3 Experiment with transformations in the plane. Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself."
9-12,HSG,CO,A,4,"CC.9-12.G.CO.4 Experiment with transformations in the plane. Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments."
9-12,HSG,CO,A,5,"CC.9-12.G.CO.5 Experiment with transformations in the plane. Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another."
9-12,HSG,CO,B,6,"CC.9-12.G.CO.6 Understand congruence in terms of rigid motions. Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent."
9-12,HSG,CO,B,7,CC.9-12.G.CO.7 Understand congruence in terms of rigid motions. Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.
9-12,HSG,CO,B,8,"CC.9-12.G.CO.8 Understand congruence in terms of rigid motions. Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions."
9-12,HSG,CO,C,9,"CC.9-12.G.CO.9 Prove geometric theorems. Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment’s endpoints."
9-12,HSG,CO,C,10,CC.9-12.G.CO.10 Prove geometric theorems. Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180 degrees; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.
9-12,HSG,CO,C,11,"CC.9-12.G.CO.11 Prove geometric theorems. Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals."
9-12,HSG,CO,D,12,"CC.9-12.G.CO.12 Make geometric constructions. Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line."
9-12,HSG,CO,D,13,"CC.9-12.G.CO.13 Make geometric constructions.  Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle."
9-12,HSG,SRT,A,1,"CC.9-12.G.SRT.1 Understand similarity in terms of similarity transformations. Verify experimentally the properties of dilations given by a center and a scale factor:
  --  a. A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged.
  --  b. The dilation of a line segment is longer or shorter in the ratio given by the scale factor."
9-12,HSG,SRT,A,2,"CC.9-12.G.SRT.2 Understand similarity in terms of similarity transformations. Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides."
9-12,HSG,SRT,A,3,CC.9-12.G.SRT.3 Understand similarity in terms of similarity transformations.  Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.
9-12,HSG,SRT,B,4,"CC.9-12.G.SRT.4 Prove theorems involving similarity. Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity."
9-12,HSG,SRT,B,5,CC.9-12.G.SRT.5 Prove theorems involving similarity. Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.
9-12,HSG,SRT,C,6,"CC.9-12.G.SRT.6 Define trigonometric ratios and solve problems involving right triangles. Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles."
9-12,HSG,SRT,C,7,CC.9-12.G.SRT.7 Define trigonometric ratios and solve problems involving right triangles. Explain and use the relationship between the sine and cosine of complementary angles.
9-12,HSG,SRT,C,8,CC.9-12.G.SRT.8 Define trigonometric ratios and solve problems involving right triangles. Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.
9-12,HSG,SRT,D,9,CC.9-12.G.SRT.9 (+)  Apply trigonometry to general triangles. Derive the formula A = (1/2)ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.
9-12,HSG,SRT,D,10,CC.9-12.G.SRT.10 (+)  Apply trigonometry to general triangles. Prove the Laws of Sines and Cosines and use them to solve problems.
9-12,HSG,SRT,D,11,"CC.9-12.G.SRT.11 (+)  Apply trigonometry to general triangles. Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces)."
9-12,HSG,C,A,1,CC.9-12.G.C.1 Understand and apply theorems about circles. Prove that all circles are similar.
9-12,HSG,C,A,2,"CC.9-12.G.C.2 Understand and apply theorems about circles. Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle."
9-12,HSG,C,A,3,"CC.9-12.G.C.3 Understand and apply theorems about circles. Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle."
9-12,HSG,C,A,4,CC.9-12.G.C.4 (+) Understand and apply theorems about circles. Construct a tangent line from a point outside a given circle to the circle.
9-12,HSG,C,B,5,"CC.9-12.G.C.5 Find arc lengths and areas of sectors of circles. Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector."
9-12,HSG,GPE,A,1,CC.9-12.G.GPE.1 Translate between the geometric description and the equation for a conic section. Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.
9-12,HSG,GPE,A,2,CC.9-12.G.GPE.2 Translate between the geometric description and the equation for a conic section. Derive the equation of a parabola given a focus and directrix.
9-12,HSG,GPE,A,3,"CC.9-12.G.GPE.3 (+) Translate between the geometric description and the equation for a conic section. Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant."
9-12,HSG,GPE,B,4,"CC.9-12.G.GPE.4 Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, √3) lies on the circle centered at the origin and containing the point (0, 2)."
9-12,HSG,GPE,B,5,"CC.9-12.G.GPE.5 Use coordinates to prove simple geometric theorems algebraically. Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point)."
9-12,HSG,GPE,B,6,CC.9-12.G.GPE.6 Use coordinates to prove simple geometric theorems algebraically. Find the point on a directed line segment between two given points that partitions the segment in a given ratio.
9-12,HSG,GPE,B,7,"CC.9-12.G.GPE.7 Use coordinates to prove simple geometric theorems algebraically. Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.*"
9-12,HSG,GMD,A,1,"CC.9-12.G.GMD.1 Explain volume formulas and use them to solve problems. Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri’s principle, and informal limit arguments."
9-12,HSG,GMD,A,2,CC.9-12.G.GMD.2 (+) Explain volume formulas and use them to solve problems. Give an informal argument using Cavalieri’s principle for the formulas for the volume of a sphere and other solid figures.
9-12,HSG,GMD,A,3,"CC.9-12.G.GMD.3 Explain volume formulas and use them to solve problems. Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.*"
9-12,HSG,GMD,B,4,"CC.9-12.G.GMD.4 Visualize relationships between two-dimensional and three-dimensional objects. Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects."
9-12,HSG,MG,A,1,"CC.9-12.G.MG.1 Apply geometric concepts in modeling situations. Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).*"
9-12,HSG,MG,A,2,"CC.9-12.G.MG.2 Apply geometric concepts in modeling situations.  Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).*"
9-12,HSG,MG,A,3,"CC.9-12.G.MG.3 Apply geometric concepts in modeling situations. Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).*"
9-12,HSS,ID,A,1,"CC.9-12.S.ID.1 Summarize, represent, and interpret data on a single count or measurement variable. Represent data with plots on the real number line (dot plots, histograms, and box plots).* "
9-12,HSS,ID,A,2,"CC.9-12.S.ID.2 Summarize, represent, and interpret data on a single count or measurement variable. Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.* "
9-12,HSS,ID,A,3,"CC.9-12.S.ID.3 Summarize, represent, and interpret data on a single count or measurement variable. Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).* "
9-12,HSS,ID,A,4,"CC.9-12.S.ID.4 Summarize, represent, and interpret data on a single count or measurement variable. Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.*"
9-12,HSS,ID,B,5,"CC.9-12.S.ID.5 Summarize, represent, and interpret data on two categorical and quantitative variables. Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.*"
9-12,HSS,ID,B,6,"CC.9-12.S.ID.6 Summarize, represent, and interpret data on two categorical and quantitative variables. Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.*"
9-12,HSS,ID,B,6a,"CC.9-12.S.ID.6a Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models.*"
9-12,HSS,ID,B,6b,CC.9-12.S.ID.6b  Informally assess the fit of a function by plotting and analyzing residuals.* 
9-12,HSS,ID,B,6c,CC.9-12.S.ID.6c Fit a linear function for a scatter plot that suggests a linear association.*
9-12,HSS,ID,C,7,CC.9-12.S.ID.7 Interpret linear models. Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.*
9-12,HSS,ID,C,8,CC.9-12.S.ID.8 Interpret linear models. Compute (using technology) and interpret the correlation coefficient of a linear fit.*
9-12,HSS,ID,C,9,CC.9-12.S.ID.9 Interpret linear models. Distinguish between correlation and causation.*
9-12,HSS,IC,A,1,CC.9-12.S.IC.1 Understand and evaluate random processes underlying statistical experiments. Understand statistics as a process for making inferences about population parameters based on a random sample from that population.*
9-12,HSS,IC,A,2,"CC.9-12.S.IC.2 Understand and evaluate random processes underlying statistical experiments. Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0. 5. Would a result of 5 tails in a row cause you to question the model?*"
9-12,HSS,IC,B,3,"CC.9-12.S.IC.3 Make inferences and justify conclusions from sample surveys, experiments, and observational studies. Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.*"
9-12,HSS,IC,B,4,"CC.9-12.S.IC.4 Make inferences and justify conclusions from sample surveys, experiments, and observational studies. Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.*"
9-12,HSS,IC,B,5,"CC.9-12.S.IC.5 Make inferences and justify conclusions from sample surveys, experiments, and observational studies. Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.*"
9-12,HSS,IC,B,6,"CC.9-12.S.IC.6 Make inferences and justify conclusions from sample surveys, experiments, and observational studies. Evaluate reports based on data.*"
9-12,HSS,CP,A,1,"CC.9-12.S.CP.1 Understand independence and conditional probability and use them to interpret data. Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (“or,” “and,” “not”).*"
9-12,HSS,CP,A,2,"CC.9-12.S.CP.2 Understand independence and conditional probability and use them to interpret data. Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.*"
9-12,HSS,CP,A,3,"CC.9-12.S.CP.3 Understand independence and conditional probability and use them to interpret data. Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.*"
9-12,HSS,CP,A,4,"CC.9-12.S.CP.4 Understand independence and conditional probability and use them to interpret data. Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.*"
9-12,HSS,CP,A,5,"CC.9-12.S.CP.5 Understand independence and conditional probability and use them to interpret data. Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer.*"
9-12,HSS,CP,B,6,"CC.9-12.S.CP.6 Use the rules of probability to compute probabilities of compound events in a uniform probability model. Find the conditional probability of A given B as the fraction of B’s outcomes that also belong to A, and interpret the answer in terms of the model.*"
9-12,HSS,CP,B,7,"CC.9-12.S.CP.7 Use the rules of probability to compute probabilities of compound events in a uniform probability model. Apply the Addition Rule, P(A or B) = P(A) + P(B) – P(A and B), and interpret the answer in terms of the model.*"
9-12,HSS,CP,B,8,"CC.9-12.S.CP.8 (+) Use the rules of probability to compute probabilities of compound events in a uniform probability model. Apply the general Multiplication Rule in a uniform probability model, P(A and B) = [P(A)]x[P(B|A)] =[P(B)]x[P(A|B)], and interpret the answer in terms of the model.*"
9-12,HSS,CP,B,9,CC.9-12.S.CP.9 (+) Use the rules of probability to compute probabilities of compound events in a uniform probability model. Use permutations and combinations to compute probabilities of compound events and solve problems.*
9-12,HSS,MD,A,1,CC.9-12.S.MD.1 (+) Calculate expected values and use them to solve problems. Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.*
9-12,HSS,MD,A,2,CC.9-12.S.MD.2 (+) Calculate expected values and use them to solve problems. Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.* 
9-12,HSS,MD,A,3,"CC.9-12.S.MD.3 (+) Calculate expected values and use them to solve problems. Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes.*"
9-12,HSS,MD,A,4,"CC.9-12.S.MD.4 (+) Calculate expected values and use them to solve problems. Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?*"
9-12,HSS,MD,B,5,CC.9-12.S.MD.5 (+) Use probability to evaluate outcomes of decisions. Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.*
9-12,HSS,MD,B,5a,"CC.9-12.S.MD.5a (+) Find the expected payoff for a game of chance. For example, find the expected winnings from a state lottery ticket or a game at a fast-food restaurant.*"
9-12,HSS,MD,B,5b,"CC.9-12.S.MD.5b (+)  Evaluate and compare strategies on the basis of expected values. For example, compare a high-deductible versus a low-deductible automobile insurance policy using various, but reasonable, chances of having a minor or a major accident.*"
9-12,HSS,MD,B,6,"CC.9-12.S.MD.6 (+) Use probability to evaluate outcomes of decisions. Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).* "
9-12,HSS,,B,7,"CC.9-12.S.MD.7 (+) Use probability to evaluate outcomes of decisions. Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).*"
K-12,,MP,,1,"CC.K-12.MP.1 Make sense of problems and persevere in solving them. Mathematically proficient students start by explaining to themselves the meaning of a problem and looking for entry points to its solution. They analyze givens, constraints, relationships, and goals. They make conjectures about the form and meaning of the solution and plan a solution pathway rather than simply jumping into a solution attempt. They consider analogous problems, and try special cases and simpler forms of the original problem in order to gain insight into its solution. They monitor and evaluate their progress and change course if necessary. Older students might, depending on the context of the problem, transform algebraic expressions or change the viewing window on their graphing calculator to get the information they need. Mathematically proficient students can explain correspondences between equations, verbal descriptions, tables, and graphs or draw diagrams of important features and relationships, graph data, and search for regularity or trends. Younger students might rely on using concrete objects or pictures to help conceptualize and solve a problem. Mathematically proficient students check their answers to problems using a different method, and they continually ask themselves, “Does this make sense?” They can understand the approaches of others to solving complex problems and identify correspondences between different approaches. "
K-12,,MP,,2,"CC.K-12.MP.2 Reason abstractly and quantitatively. Mathematically proficient students make sense of the quantities and their relationships in problem situations. Students bring two complementary abilities to bear on problems involving quantitative relationships: the ability to decontextualize—to abstract a given situation and represent it symbolically and manipulate the representing symbols as if they have a life of their own, without necessarily attending to their referents—and the ability to contextualize, to pause as needed during the manipulation process in order to probe into the referents for the symbols involved. Quantitative reasoning entails habits of creating a coherent representation of the problem at hand; considering the units involved; attending to the meaning of quantities, not just how to compute them; and knowing and flexibly using different properties of operations and objects. "
