 Grade, Strand,Standard #,Synonym,Standard
K-12,R,R.1,K-12.CCRA.R.1,CC.K-12.R.R.1 Key Ideas and Details: Read closely to determine what the text says explicitly and to make logical inferences from it; cite specific textual evidence when writing or speaking to support conclusions drawn from the text.
K-12,R,R.2,K-12.CCRA.R.2,CC.K-12.R.R.2 Key Ideas and Details: Determine central ideas or themes of a text and analyze their development; summarize the key supporting details and ideas.
K-12,R,R.3,K-12.CCRA.R.3,"CC.K-12.R.R.3 Key Ideas and Details: Analyze how and why individuals, events, and ideas develop and interact over the course of a text."
K-12,R,R.4,K-12.CCRA.R.4,"CC.K-12.R.R.4 Craft and Structure: Interpret words and phrases as they are used in a text, including determining technical, connotative, and figurative meanings, and analyze how specific word choices shape meaning or tone."
K-12,R,R.5,K-12.CCRA.R.5,"CC.K-12.R.R.5 Craft and Structure: Analyze the structure of texts, including how specific sentences, paragraphs, and larger portions of the text (e.g., a section, chapter, scene, or stanza) relate to each other and the whole."
K-12,R,R.6,K-12.CCRA.R.6,CC.K-12.R.R.6 Craft and Structure: Assess how point of view or purpose shapes the content and style of a text.
K-12,R,R.7,K-12.CCRA.R.7,"CC.K-12.R.R.7 Integration of Knowledge and Ideas: Integrate and evaluate content presented in diverse formats and media, including visually and quantitatively, as well as in words."
K-12,R,R.8,K-12.CCRA.R.8,"CC.K-12.R.R.8 Integration of Knowledge and Ideas: Delineate and evaluate the argument and specific claims in a text, including the validity of the reasoning as well as the relevance and sufficiency of the evidence. "
K-12,R,R.9,K-12.CCRA.R.9,CC.K-12.R.R.9 Integration of Knowledge and Ideas: Analyze how two or more texts address similar themes or topics in order to build knowledge or to compare the approaches the authors take.
K-12,R,R.10,K-12.CCRA.R.10,CC.K-12.R.R.10 Range of Reading and Level of Text Complexity: Read and comprehend complex literary and informational texts independently and proficiently.
6,W,1,,CC.6.W.1 Text Types and Purposes: Write arguments to support claims with clear reasons and relevant evidence.
6,W,1.a,,CC.6.W.1.a Text Types and Purposes: Introduce claim(s) and organize the reasons and evidence clearly.
6,W,1.b,,"CC.6.W.1.b Text Types and Purposes: Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text."
6,W,1.c,,"CC.6.W.1.c Text Types and Purposes: Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons."
6,W,1.d,,CC.6.W.1.d Text Types and Purposes: Establish and maintain a formal style.
6,W,1.e,,CC.6.W.1.e Text Types and Purposes: Provide a concluding statement or section that follows from the argument presented.
6,W,2,,"CC.6.W.2 Text Types and Purposes: Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
6,W,2.a,,"CC.6.W.2.a Text Types and Purposes: Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
6,W,2.b,,"CC.6.W.2.b Text Types and Purposes: Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
6,W,2.c,,CC.6.W.2.c Text Types and Purposes: Use appropriate transitions to clarify the relationships among ideas and concepts.
6,W,2.d,,CC.6.W.2.d Text Types and Purposes: Use precise language and domain-specific vocabulary to inform about or explain the topic.
6,W,2.e,,CC.6.W.2.e Text Types and Purposes: Establish and maintain a formal style.
6,W,2.f,,CC.6.W.2.f Text Types and Purposes: Provide a concluding statement or section that follows from the information or explanation presented.
6,W,3,,"CC.6.W.3 Text Types and Purposes: Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
6,W,3.a,,CC.6.W.3.a Text Types and Purposes: Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
6,W,3.b,,"CC.6.W.3.b Text Types and Purposes: Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
6,W,3.c,,"CC.6.W.3.c Text Types and Purposes: Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
6,W,3.d,,"CC.6.W.3.d Text Types and Purposes: Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events."
6,W,3.e,,CC.6.W.3.e Text Types and Purposes: Provide a conclusion that follows from the narrated experiences or events.
6,W,4,,"CC.6.W.4 Production and Distribution of Writing: Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
6,W,5,,"CC.6.W.5 Production and Distribution of Writing: With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.(Editing for conventions should demonstrate command of Language standards 1–3up to and including grade 6 on page53.)"
6,W,6,,"CC.6.W.6 Production and Distribution of Writing: Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting."
6,W,7,,"CC.6.W.7 Research to Build and Present Knowledge: Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate."
6,W,8,,CC.6.W.8 Research to Build and Present Knowledge: Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.
6,W,9,,"CC.6.W.9 Research to Build and Present Knowledge: Draw evidence from literary or informational texts to support analysis, reflection, and research."
6,W,9.a,,"CC.6.W.9.a Research to Build and Present Knowledge: Apply grade 6 Reading standards to literature (e.g., “Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories]in terms of their approaches to similar themes and topics”)."
6,W,9.b,,"CC.6.W.9.b Research to Build and Present Knowledge: Apply grade 6 Reading standards to literary nonfiction (e.g., “Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not”)."
6,W,10,,"CC.6.W.10 Range of Writing: Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
7,W,1,,CC.7.W.1 Text Types and Purposes: Write arguments to support claims with clear reasons and relevant evidence.
7,W,1.a,,"CC.7.W.1.a Text Types and Purposes: Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically. "
7,W,1.b,,"CC.7.W.1.b Text Types and Purposes: Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
7,W,1.c,,"CC.7.W.1.c Text Types and Purposes: Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence."
7,W,1.d,,CC.7.W.1.d Text Types and Purposes: Establish and maintain a formal style.
7,W,1.e,,CC.7.W.1.e Text Types and Purposes: Provide a concluding statement or section that follows from and supports the argument presented.
7,W,2,,"CC.7.W.2 Text Types and Purposes: Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
7,W,2.a,,"CC.7.W.2.a Text Types and Purposes: Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
7,W,2.b,,"CC.7.W.2.b Text Types and Purposes: Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
7,W,2.c,,CC.7.W.2.c Text Types and Purposes: Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
7,W,2.d,,CC.7.W.2.d Text Types and Purposes: Use precise language and domain-specific vocabulary to inform about or explain the topic.
7,W,2.e,,CC.7.W.2.e Text Types and Purposes: Establish and maintain a formal style.
7,W,2.f,,CC.7.W.2.f Text Types and Purposes: Provide a concluding statement or section that follows from and supports the information or explanation presented.
7,W,3,,"CC.7.W.3 Text Types and Purposes: Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
7,W,3.a,,CC.7.W.3.a Text Types and Purposes: Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
7,W,3.b,,"CC.7.W.3.b Text Types and Purposes: Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
7,W,3.c,,"CC.7.W.3.c Text Types and Purposes: Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
7,W,3.d,,"CC.7.W.3.d Text Types and Purposes: Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
7,W,3.e,,CC.7.W.3.e Text Types and Purposes: Provide a conclusion that follows from and reflects on the narrated experiences or events.
7,W,4,,"CC.7.W.4 Production and Distribution of Writing: Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.) "
7,W,5,,"CC.7.W.5 Production and Distribution of Writing: With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1–3 up to and including grade 7 on page 53.) "
7,W,6,,"CC.7.W.6 Production and Distribution of Writing: Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources. "
7,W,7,,"CC.7.W.7 Research to Build and Present Knowledge: Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation."
7,W,8,,"CC.7.W.8 Research to Build and Present Knowledge: Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
7,W,9,,"CC.7.W.9 Research to Build and Present Knowledge: Draw evidence from literary or informational texts to support analysis, reflection, and research."
7,W,9.a,,"CC.7.W.9.a Research to Build and Present Knowledge: Apply grade 7 Reading standards to literature (e.g., “Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history”)."
7,W,9.b,,"CC.7.W.9.b Research to Build and Present Knowledge: Apply grade 7 Reading standards to literary nonfiction (e.g. “Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims”)."
7,W,10,,"CC.7.W.10 Range of Writing: Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences. "
8,W,1,,CC.8.W.1 Text Types and Purposes: Write arguments to support claims with clear reasons and relevant evidence.
8,W,1.a,,"CC.8.W.1.a Text Types and Purposes: Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
8,W,1.b,,"CC.8.W.1.b Text Types and Purposes: Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
8,W,1.c,,"CC.8.W.1.c Text Types and Purposes: Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
8,W,1.d,,CC.8.W.1.d Text Types and Purposes: Establish and maintain a formal style.
8,W,1.e,,CC.8.W.1.e Text Types and Purposes: Provide a concluding statement or section that follows from and supports the argument presented.
8,W,2,,"CC.8.W.2 Text Types and Purposes: Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
8,W,2.a,,"CC.8.W.2.a Text Types and Purposes: Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
8,W,2.b,,"CC.8.W.2.b Text Types and Purposes: Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples."
8,W,2.c,,CC.8.W.2.c Text Types and Purposes: Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
8,W,2.d,,CC.8.W.2.d Text Types and Purposes: Use precise language and domain-specific vocabulary to inform about or explain the topic.
8,W,2.e,,CC.8.W.2.e Text Types and Purposes: Establish and maintain a formal style.
8,W,2.f,,CC.8.W.2.f Text Types and Purposes: Provide a concluding statement or section that follows from and supports the information or explanation presented.
8,W,3,,"CC.8.W.3 Text Types and Purposes: Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
8,W,3.a,,CC.8.W.3.a Text Types and Purposes: Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
8,W,3.b,,"CC.8.W.3.b Text Types and Purposes: Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters. "
8,W,3.c,,"CC.8.W.3.c Text Types and Purposes: Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events."
8,W,3.d,,"CC.8.W.3.d Text Types and Purposes: Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
8,W,3.e,,CC.8.W.3.e Text Types and Purposes: Provide a conclusion that follows from and reflects on the narrated experiences or events.
8,W,4,,"CC.8.W.4 Production and Distribution of Writing: Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
8,W,5,,"CC.8.W.5 Production and Distribution of Writing: With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1–3 up to and including grade 8 on page 53.)"
8,W,6,,"CC.8.W.6 Production and Distribution of Writing: Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others."
8,W,7,,"CC.8.W.7 Research to Build and Present Knowledge: Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."
8,W,8,,"CC.8.W.8 Research to Build and Present Knowledge: Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
8,W,9,,"CC.8.W.9 Research to Build and Present Knowledge: Draw evidence from literary or informational texts to support analysis, reflection, and research."
8,W,9.a,,"CC.8.W.9.a Research to Build and Present Knowledge: Apply grade 8 Reading standards to literature (e.g., “Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new”)."
8,W,9.b,,"CC.8.W.9.b Research to Build and Present Knowledge: Apply grade 8 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced”)."
8,W,10,,"CC.8.W.10 Range of Writing: Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
9-10,W,1,,"CC.9-10.W.1 Text Types and Purposes: Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
9-10,W,1.a,,"CC.9-10.W.1.a Text Types and Purposes: Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence."
9-10,W,1.b,,"CC.9-10.W.1.b Text Types and Purposes: Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience’s knowledge level and concerns."
9-10,W,1.c,,"CC.9-10.W.1.c Text Types and Purposes: Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
9-10,W,1.d,,CC.9-10.W.1.d Text Types and Purposes: Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10,W,1.e,,CC.9-10.W.1.e Text Types and Purposes: Provide a concluding statement or section that follows from and supports the argument presented.
9-10,W,2,,"CC.9-10.W.2 Text Types and Purposes: Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
9-10,W,2.a,,"CC.9-10.W.2.a Text Types and Purposes: Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
9-10,W,2.b,,"CC.9-10.W.2.b Text Types and Purposes: Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic."
9-10,W,2.c,,"CC.9-10.W.2.c Text Types and Purposes: Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
9-10,W,2.d,,CC.9-10.W.2.d Text Types and Purposes: Use precise language and domain-specific vocabulary to manage the complexity of the topic.
9-10,W,2.e,,CC.9-10.W.2.e Text Types and Purposes: Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10,W,2.f,,"CC.9-10.W.2.f Text Types and Purposes: Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
9-10,W,3,,"CC.9-10.W.3 Text Types and Purposes: Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
9-10,W,3.a,,"CC.9-10.W.3.a Text Types and Purposes: Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
9-10,W,3.b,,"CC.9-10.W.3.b Text Types and Purposes: Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
9-10,W,3.c,,CC.9-10.W.3.c Text Types and Purposes: Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.
9-10,W,3.d,,"CC.9-10.W.3.d Text Types and Purposes: Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
9-10,W,3.e,,"CC.9-10.W.3.e Text Types and Purposes: Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
9-10,W,4,,"CC.9-10.W.4 Production and Distribution of Writing: Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
9-10,W,5,,"CC.9-10.W.5 Production and Distribution of Writing: Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1–3 on up to and including grades 9-10 page 55.)"
9-10,W,6,,"CC.9-10.W.6 Production and Distribution of Writing: Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology’s capacity to link to other information and to display information flexibly and dynamically."
9-10,W,7,,"CC.9-10.W.7 Research to Build and Present Knowledge: Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
9-10,W,8,,"CC.9-10.W.8 Research to Build and Present Knowledge: Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation."
9-10,W,9,,"CC.9-10.W.9 Research to Build and Present Knowledge: Draw evidence from literary or informational texts to support analysis, reflection, and research."
9-10,W,9.a,,"CC.9-10.W.9.a Research to Build and Present Knowledge: Apply grades 9–10 Reading standards to literature(e.g., “Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]”)."
9-10,W,9.b,,"CC.9-10.W.9.b Research to Build and Present Knowledge: Apply grades 9–10 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning”)."
9-10,W,10,,"CC.9-10.W.10 Range of Writing: Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
11-12,W,1,,"CC.11-12.W.1 Text Types and Purposes: Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
11-12,W,1.a,,"CC.11-12.W.1.a Text Types and Purposes: Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence."
11-12,W,1.b,,"CC.11-12.W.1.b Text Types and Purposes: Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience’s knowledge level, concerns, values, and possible biases."
11-12,W,1.c,,"CC.11-12.W.1.c Text Types and Purposes: Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims. "
11-12,W,1.d,,CC.11-12.W.1.d Text Types and Purposes: Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
11-12,W,1.e,,CC.11-12.W.1.e Text Types and Purposes: Provide a concluding statement or section that follows from and supports the argument presented.
11-12,W,2,,"CC.11-12.W.2 Text Types and Purposes: Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
11-12,W,2.a,,"CC.11-12.W.2.a Text Types and Purposes: Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
11-12,W,2.b,,"CC.11-12.W.2.b Text Types and Purposes: Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic."
11-12,W,2.c,,"CC.11-12.W.2.c Text Types and Purposes: Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
11-12,W,2.d,,"CC.11-12.W.2.d Text Types and Purposes: Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic. "
11-12,W,2.e,,CC.11-12.W.2.e Text Types and Purposes: Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
11-12,W,2.f,,"CC.11-12.W.2.f Text Types and Purposes: Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
11-12,W,3,,"CC.11-12.W.3 Text Types and Purposes: Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
11-12,W,3.a,,"CC.11-12.W.3.a Text Types and Purposes: Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
11-12,W,3.b,,"CC.11-12.W.3.b Text Types and Purposes: Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
11-12,W,3.c,,"CC.11-12.W.3.c Text Types and Purposes: Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution)."
11-12,W,3.d,,"CC.11-12.W.3.d Text Types and Purposes: Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
11-12,W,3.e,,"CC.11-12.W.3.e Text Types and Purposes: Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
11-12,W,4,,"CC.11-12.W.4 Production and Distribution of Writing: Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)"
11-12,W,5,,"CC.11-12.W.5 Production and Distribution of Writing: Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1–3 up to and including grades 11-12 on page 55.)"
11-12,W,6,,"CC.11-12.W.6 Production and Distribution of Writing: Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information. "
11-12,W,7,,"CC.11-12.W.7 Research to Build and Present Knowledge: Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
11-12,W,8,,"CC.11-12.W.8 Research to Build and Present Knowledge: Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
11-12,W,9,,"CC.11-12.W.9 Research to Build and Present Knowledge: Draw evidence form literary or informational texts to support analysis, reflection, and research."
11-12,W,9.a,,"CC.11-12.W.9.a Research to Build and Present Knowledge: Apply grades 11–12 Reading standards to literature (e.g., “Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics”)."
11-12,W,9.b,,"CC.11-12.W.9.b Research to Build and Present Knowledge: Apply grades 11–12 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses]”)."
11-12,W,10,,"CC.11-12.W.10 Range of Writing: Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
K-12,W,R.1,K-12.CCRA.W.1,"CC.K-12.W.R.1 Text Types and Purposes: Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
K-12,W,R.2,K-12.CCRA.W.2,"CC.K-12.W.R.2 Text Types and Purposes: Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
K-12,W,R.3,K-12.CCRA.W.3,"CC.K-12.W.R.3 Text Types and Purposes: Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
K-12,W,R.4,K-12.CCRA.W.4,"CC.K-12.W.R.4 Production and Distribution of Writing: Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
K-12,W,R.5,K-12.CCRA.W.5,"CC.K-12.W.R.5 Production and Distribution of Writing: Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
K-12,W,R.6,K-12.CCRA.W.6,"CC.K-12.W.R.6 Production and Distribution of Writing: Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
K-12,W,R.7,K-12.CCRA.W.7,"CC.K-12.W.R.7 Research to Build and Present Knowledge: Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
K-12,W,R.8,K-12.CCRA.W.8,"CC.K-12.W.R.8 Research to Build and Present Knowledge: Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
K-12,W,R.9,K-12.CCRA.W.9,"CC.K-12.W.R.9 Research to Build and Present Knowledge: Draw evidence from literary or informational texts to support analysis, reflection, and research."
K-12,W,R.10,K-12.CCRA.W.10,"CC.K-12.W.R.10 Range of Writing: Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
6,SL,1,,"CC.6.SL.1 Comprehension and Collaboration: Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others’ ideas and expressing their own clearly."
6,SL,1.a,,"CC.6.SL.1.a Comprehension and Collaboration: Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
6,SL,1.b,,"CC.6.SL.1.b Comprehension and Collaboration: Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed."
6,SL,1.c,,"CC.6.SL.1.c Comprehension and Collaboration: Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion."
